,id_carrera,nombre_carrera,descripcion_carrera,estado_carrera,fecha_inicio_vigencia_carrera,modalidad,jornada
1293,17ca7732-6944-11ed-b07a-0242ac1c0002,Tecnología en Secretario ejecutivo,Illum nostrum culpa voluptate vero minus saepe exercitationem. Reprehenderit voluptatem sequi ullam. Deleniti quo facilis laudantium minus.,Activo,1967-11-06,En linea,En linea
1294,17ca77a0-6944-11ed-b07a-0242ac1c0002,Ingeniería en Director de políticas y planificación,Officia aperiam ab laboriosam. Ad molestias nostrum rerum doloribus aperiam.,Inactivo,1951-08-22,Presencial,Matutina
1295,17ca780e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Comerciante de tiendas,Veniam quo accusamus reprehenderit. A corporis eos harum odit. Totam aliquid tempora itaque quo inventore.,Activo,1956-12-09,En linea,Vespertina
1296,17ca7872-6944-11ed-b07a-0242ac1c0002,Licenciatura en Moldeador y machero,Maxime eaque ipsum minima quo quidem explicabo. Impedit doloremque maiores laudantium saepe deleniti. Itaque velit voluptatem provident deleniti.,Inactivo,1948-11-27,En linea,Vespertina
1297,17ca78e0-6944-11ed-b07a-0242ac1c0002,Tecnología en Agente de aduanas,Nulla libero corporis tenetur quas ut. Nulla accusantium inventore recusandae consequatur eaque fugiat.,Activo,1968-04-20,Distancia,Intensiva
1298,17ca7962-6944-11ed-b07a-0242ac1c0002,Tecnología en Ingeniero electricista,Reprehenderit quia tempore recusandae natus voluptatibus. Eaque tempore nisi illo commodi.,Activo,1966-03-08,Distancia,Intensiva
1299,17ca79d0-6944-11ed-b07a-0242ac1c0002,Ingeniería en Traductor e intérprete,Fugiat maxime corrupti. Fuga necessitatibus perferendis facilis dolorem dolore.,Activo,1953-06-18,Distancia,Intensiva
1300,17ca7a34-6944-11ed-b07a-0242ac1c0002,Tecnología en Regulador y operador de máquinas y herramientas,In nihil accusamus quas quia reiciendis. Modi numquam delectus iusto provident temporibus.,Inactivo,1962-09-13,En linea,Vespertina
1301,17ca7a98-6944-11ed-b07a-0242ac1c0002,Licenciatura en Mecánico y reparador de máquinas agrícolas e industriales,Omnis deserunt eveniet occaecati voluptatibus tempore. Temporibus nemo vel at. Unde architecto dolores at tenetur.,Activo,1953-01-16,Presencial,Vespertina
1302,17ca7b06-6944-11ed-b07a-0242ac1c0002,Tecnología en Técnico en ingeniería civil,Natus distinctio adipisci consectetur at aperiam expedita. Aut accusamus fugiat voluptatum neque eos doloremque. Expedita maiores delectus fugit similique dolorem quia. Accusamus porro eligendi impedit facere libero maxime.,Inactivo,1978-08-19,Distancia,En linea
1303,17ca7b7e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Electrotécnico,Unde est eum alias molestias sed eius quasi. Totam enim labore ea quo.,Inactivo,1973-04-24,Presencial,Vespertina
1304,17ca7be2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Director de producción agropecuaria y silvicultura,Harum magni repellat corporis iure itaque. Quas repellendus odio. Tempore voluptate in.,Inactivo,1965-04-17,Presencial,Matutina
1305,17ca7c6e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Vendedor ambulantes de productos comestibles,Nostrum aspernatur dolores nam quod ullam. Recusandae veritatis laudantium minima consequuntur natus tempore.,Activo,1947-11-26,Presencial,Vespertina
1306,17ca7cdc-6944-11ed-b07a-0242ac1c0002,Ingeniería en Desarrollador de software,Doloremque quis repellendus saepe. Repellendus sapiente aliquam ratione quas incidunt tempora.,Activo,1974-10-27,Distancia,Intensiva
1307,17ca7d40-6944-11ed-b07a-0242ac1c0002,Licenciatura en Trabajador comunitario de la salud,Consectetur nesciunt quos nemo. Non error adipisci voluptatum accusantium eum.,Inactivo,1941-10-23,En linea,Vespertina
1308,17ca7dae-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agrimensor,Quibusdam cumque asperiores dolorem quisquam. Beatae molestiae ad rem blanditiis modi nisi.,Inactivo,1970-10-16,En linea,Matutina
1309,17ca7e1c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Mecánico y reparador de instrumentos de precisión,Veniam dolor suscipit corporis. Accusantium eaque corrupti quisquam.,Inactivo,1979-07-25,Presencial,Matutina
1310,17ca7e80-6944-11ed-b07a-0242ac1c0002,Licenciatura en Tipógrafo,Ab perspiciatis cumque excepturi quis similique a. Mollitia repellendus quidem sit.,Activo,1976-11-12,Presencial,Vespertina
1311,17ca7eee-6944-11ed-b07a-0242ac1c0002,Licenciatura en Cuidador de niños,Officia culpa autem incidunt. Dolore omnis excepturi sequi voluptatem. Eum possimus veniam at.,Activo,1969-03-31,Presencial,En linea
1312,17ca7f5c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Aparejador,Accusamus tenetur repudiandae est natus. Repudiandae exercitationem nihil vel natus.,Inactivo,1971-04-26,En linea,Vespertina
1313,17ca7fc0-6944-11ed-b07a-0242ac1c0002,Licenciatura en Instructor en tecnologías de la información,Asperiores sint accusamus error. Dicta qui nulla ea eveniet consequatur ullam. Excepturi sapiente sint error fugit odit expedita quisquam.,Activo,1946-03-13,En linea,Matutina
1314,17ca802e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Diseñador gráfico,Officia ratione itaque voluptatem natus. Ad voluptates minima earum exercitationem. Similique quis tempore asperiores voluptates qui.,Inactivo,1958-12-18,Presencial,En linea
1315,17ca809c-6944-11ed-b07a-0242ac1c0002,Tecnología en Chapista,Ipsa temporibus saepe quaerat quasi ipsum repellat consequatur. Earum inventore aspernatur eveniet ipsa. Voluptatum voluptatum unde. Magnam inventore laboriosam rem facere assumenda dignissimos.,Activo,1946-12-30,Distancia,En linea
1316,17ca81c8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Peón de pesca y acuicultura,Ut tenetur quos. Laboriosam cum quasi cupiditate praesentium.,Inactivo,1957-10-09,Distancia,En linea
1317,17ca829a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Actuario,Magni aliquam mollitia itaque maiores. Facilis odit quas.,Inactivo,1969-11-15,Distancia,En linea
1318,17ca831c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Peón de carga,Sequi vero aspernatur saepe nesciunt. Consequatur sint blanditiis ipsam quaerat debitis iure nobis. Illo aperiam numquam officiis corporis praesentium.,Inactivo,1963-10-21,Distancia,Vespertina
1319,17ca838a-6944-11ed-b07a-0242ac1c0002,Tecnología en Director de teatro,Mollitia maxime possimus nostrum odit voluptatum.,Inactivo,1949-03-04,Distancia,En linea
1320,17ca83f8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ayudante de cocina,Maiores nam beatae itaque beatae cum necessitatibus. Facere nihil aperiam porro quia dolor. Doloribus blanditiis nostrum dolorem rem culpa dolorum.,Activo,1951-07-15,Presencial,Vespertina
1321,17ca845c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Músico,Officiis quas repellat labore fugit. Enim dolores facere dolorum perspiciatis veniam tempore. Placeat velit nulla laborum optio a.,Inactivo,1941-12-08,Presencial,Intensiva
1322,17ca84f2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Orfebre,Quod ratione quam ex vel. Quam iure laudantium dicta est aut iusto perferendis.,Activo,1957-06-10,En linea,Intensiva
1323,17ca8574-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de relaciones públicas,Esse exercitationem distinctio voluptatem nam. Beatae accusamus reiciendis vel illo pariatur. Quod provident aliquid nesciunt quaerat minus laboriosam aliquid.,Inactivo,1952-07-15,Presencial,Vespertina
1324,17ca85e2-6944-11ed-b07a-0242ac1c0002,Tecnología en Peón de jardinería y horticultura,Explicabo doloremque a corrupti amet deleniti perferendis illum. Ullam nisi aspernatur inventore quia quos. Explicabo nisi officia quibusdam dolorem. Commodi maxime repudiandae.,Activo,1972-04-18,Presencial,Matutina
1325,17ca8650-6944-11ed-b07a-0242ac1c0002,Licenciatura en Fisioterapeuta,Perferendis provident incidunt quod. Odit porro iusto in animi ad eius. Eius esse laboriosam repellendus repudiandae.,Inactivo,1968-10-06,Presencial,Vespertina
1326,17ca86b4-6944-11ed-b07a-0242ac1c0002,Licenciatura en Operador de instalaciones de procesamiento de la madera,Et earum corporis illo occaecati. Quae dignissimos accusantium nobis vero magnam ab.,Inactivo,1970-04-16,Presencial,Intensiva
1327,17ca872c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Clasificador de desechos,Aperiam dolor sit. Mollitia ratione mollitia quaerat voluptates sint quod.,Activo,1953-08-26,En linea,Matutina
1328,17ca879a-6944-11ed-b07a-0242ac1c0002,Tecnología en Deportista,Odit quasi ullam optio. Saepe laboriosam recusandae molestias placeat reiciendis.,Inactivo,1978-10-14,Distancia,Matutina
1329,17ca87fe-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de servicios de seguridad social,Delectus dicta quo accusamus iure est. Commodi nobis consequatur commodi odit autem.,Inactivo,1942-06-30,Presencial,En linea
1330,17ca886c-6944-11ed-b07a-0242ac1c0002,Tecnología en Carnicero,Odio nemo atque a in officiis consectetur natus. Maxime quisquam accusamus hic ex.,Inactivo,1978-04-07,Distancia,Matutina
1331,17ca88d0-6944-11ed-b07a-0242ac1c0002,Ingeniería en Asesor de inversiones,Architecto quae magni officia sunt. Aperiam ullam perspiciatis. Id necessitatibus consequatur magnam nesciunt adipisci doloribus eligendi.,Activo,1969-01-08,Presencial,Matutina
1332,17ca893e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Nutricionista,Porro saepe non pariatur. Dicta distinctio porro nam voluptatum id qui necessitatibus. Magnam error ipsum sed similique.,Activo,1951-05-27,En linea,Matutina
1333,17ca89a2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Oficial de cubierta,Odio dolore debitis eveniet fugiat repudiandae in. Fugit rem voluptates et ex perspiciatis natus.,Activo,1971-03-15,Distancia,Vespertina
1334,17ca8a2e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Técnico de la Web,Excepturi totam dicta eius. Illum iusto commodi earum minima voluptatibus. Amet sint dolor repudiandae cumque. Eaque iure quaerat totam veniam eveniet doloribus.,Activo,1973-09-20,En linea,Matutina
1335,17ca8a9c-6944-11ed-b07a-0242ac1c0002,Licenciatura en Vendedor ambulantes (excluyendo de comida),Nam illo maxime ea dolor fuga dicta. Voluptatum vero reiciendis quidem. In fugit facilis dolores ipsum aut doloremque.,Activo,1948-09-24,Presencial,Intensiva
1336,17ca8b00-6944-11ed-b07a-0242ac1c0002,Tecnología en Avicultor,Itaque voluptatibus ducimus reiciendis. Accusantium accusamus ut animi dolorem quasi hic suscipit. Modi magnam deserunt perferendis quam.,Activo,1978-03-15,Presencial,Vespertina
1337,17ca8b6e-6944-11ed-b07a-0242ac1c0002,Tecnología en Tapicero,Assumenda vitae atque est nemo.,Inactivo,1976-02-22,Presencial,Matutina
1338,17ca8bdc-6944-11ed-b07a-0242ac1c0002,Tecnología en Trabajador forestal calificado,Reiciendis ipsam eveniet ut. Nemo facere debitis omnis.,Activo,1952-06-16,En linea,Vespertina
1339,17ca8cae-6944-11ed-b07a-0242ac1c0002,Ingeniería en Barrendero,Excepturi cupiditate deserunt asperiores impedit.,Inactivo,1942-06-14,Presencial,Intensiva
1340,17ca8d3a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de nivel medio en actividades culturales y artísticas,Eius sapiente recusandae eveniet recusandae neque. Minus vero fuga sint adipisci.,Activo,1948-02-29,Distancia,Intensiva
1341,17ca8da8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Marinero de cubierta,Expedita ipsum corrupti similique laudantium. Consequatur veritatis impedit ad. Dolor quos fuga repellat asperiores molestiae nesciunt non. Culpa nulla iste sint quidem exercitationem quibusdam.,Inactivo,1955-04-20,Distancia,Matutina
1342,17ca8e16-6944-11ed-b07a-0242ac1c0002,Tecnología en Secretario administrativo,Nihil laboriosam magni eveniet minus magni pariatur. Consequuntur ipsam placeat saepe aspernatur.,Activo,1972-12-27,Distancia,Vespertina
1343,17ca8e7a-6944-11ed-b07a-0242ac1c0002,Ingeniería en Director financiero,Et fugit exercitationem maiores soluta nemo nihil. Consequuntur sapiente pariatur sint. Autem odio molestias maxime.,Inactivo,1979-10-07,En linea,Matutina
1344,17ca8ee8-6944-11ed-b07a-0242ac1c0002,Tecnología en Operario de la elaboración de productos lácteos,Commodi odio natus eveniet laudantium consectetur.,Inactivo,1975-10-11,Presencial,En linea
1345,17ca8f4c-6944-11ed-b07a-0242ac1c0002,Tecnología en Ecónomo y mayordomos domésticos,A sed fugit sint. At magni harum consectetur quaerat tenetur. Dicta reiciendis repellendus occaecati unde.,Activo,1941-06-24,En linea,Matutina
1346,17ca8fba-6944-11ed-b07a-0242ac1c0002,Licenciatura en Botánico,Ipsum vel repudiandae rerum consequuntur porro quam. Ratione necessitatibus magni doloribus.,Activo,1940-06-22,En linea,Intensiva
1347,17ca901e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Actor,Debitis quisquam sint tenetur iste. Fugiat consectetur molestiae quisquam perspiciatis esse at. Architecto omnis amet molestiae laudantium dolorem.,Inactivo,1953-12-31,En linea,Intensiva
1348,17ca908c-6944-11ed-b07a-0242ac1c0002,Tecnología en Trabajador de explotaciones de acuicultura,Quae cupiditate aliquam architecto suscipit veritatis ab beatae. Vel esse quos sequi. Minus dolorum eius excepturi deleniti cupiditate eius.,Inactivo,1974-11-30,Presencial,Vespertina
1349,17ca90fa-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas para fabricar cemento y otros productos minerales,Mollitia sequi blanditiis praesentium.,Inactivo,1941-01-03,Presencial,En linea
1350,17ca915e-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de empleo,Cumque consectetur earum. Ipsa fugiat amet fugit cum voluptatem. Quae pariatur harum ullam magni ea autem.,Activo,1945-03-21,Distancia,Vespertina
1351,17ca91d6-6944-11ed-b07a-0242ac1c0002,Ingeniería en Agente de aduanas,Exercitationem labore soluta autem odio. Minima deleniti similique earum cupiditate.,Activo,1963-03-15,Distancia,Vespertina
1352,17ca9244-6944-11ed-b07a-0242ac1c0002,Ingeniería en Conductor de vehículos accionados a pedal o a brazo,Quasi aut adipisci veniam at necessitatibus. Fugit atque quos nihil. Quos delectus quibusdam neque alias nam illo.,Activo,1966-10-28,En linea,Intensiva
1353,17ca92a8-6944-11ed-b07a-0242ac1c0002,Ingeniería en Corrector de pruebas de imprenta,Beatae quos dicta. Voluptatum impedit fugiat modi vero. Molestias veritatis itaque quia eius.,Inactivo,1950-01-18,Presencial,En linea
1354,17ca9316-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ensamblador de maquinaria mecánica,Voluptate dignissimos optio sunt. Blanditiis ut consequuntur est tempore temporibus ad. Eveniet ratione dolores suscipit repellat quia. Aut aperiam dignissimos molestiae voluptate.,Activo,1965-06-10,Distancia,En linea
1355,17ca9384-6944-11ed-b07a-0242ac1c0002,Ingeniería en Audiólogo,Nam nisi placeat voluptas. Distinctio reiciendis expedita dicta assumenda. Necessitatibus esse voluptas ipsum tempore. Iusto consequatur cupiditate molestiae.,Activo,1941-08-20,En linea,Intensiva
1356,17ca941a-6944-11ed-b07a-0242ac1c0002,Tecnología en Fisioterapeuta,Architecto cum illo ratione. Culpa quia repudiandae vero qui dolorum dignissimos. Voluptatibus exercitationem expedita officiis ducimus laudantium aperiam totam.,Activo,1966-11-09,En linea,Matutina
1357,17ca9488-6944-11ed-b07a-0242ac1c0002,Licenciatura en Cristalero,Provident omnis illo earum consequuntur repudiandae iusto. Reiciendis eos hic repellendus impedit illo. Voluptates soluta nulla rem similique.,Inactivo,1952-02-05,Presencial,Matutina
1358,17ca94f6-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ingeniero químico,Totam molestias sapiente dolor porro debitis. Optio in esse eius.,Activo,1973-03-13,Distancia,Matutina
1359,17ca955a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Agente de aduanas,Maiores corrupti aut quo pariatur saepe. Velit aliquid maiores incidunt nobis numquam molestiae. Dolore explicabo assumenda minus ut eaque.,Inactivo,1943-04-18,En linea,Matutina
1360,17ca95be-6944-11ed-b07a-0242ac1c0002,Licenciatura en Trabajador ambulante de servicios,A corrupti iste quia dolorum animi laborum. Vitae blanditiis quidem tempore neque ab sequi.,Activo,1957-09-15,En linea,Vespertina
1361,17ca962c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Optometrista,At quos necessitatibus adipisci. Consequatur doloremque alias ad. Dolorum quod dicta ad repellat cupiditate totam nostrum. Ut odio similique at.,Inactivo,1971-12-01,Distancia,Matutina
1362,17ca9690-6944-11ed-b07a-0242ac1c0002,Ingeniería en Periodista,Labore error a sapiente. Tempora assumenda nihil libero magni eius.,Inactivo,1963-11-05,Distancia,Intensiva
1363,17ca9744-6944-11ed-b07a-0242ac1c0002,Licenciatura en Administrador de sistemas,Est voluptates rerum voluptatem ducimus perferendis eum. Cum repellat id aspernatur rerum.,Activo,1955-08-08,En linea,En linea
1364,17ca97b2-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas de coser,Placeat eos sed aspernatur. Molestias illo minima voluptas odit.,Activo,1959-05-14,Distancia,Intensiva
1365,17ca9816-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de medicina alternativa,Dolorum culpa velit iusto vitae eos repellat.,Inactivo,1975-09-27,En linea,Matutina
1366,17ca9884-6944-11ed-b07a-0242ac1c0002,Licenciatura en Herrero,Dicta sapiente eveniet similique consequatur. Incidunt modi vitae ipsam quas incidunt voluptatem voluptas. Vel magnam ut laborum esse natus iusto optio.,Activo,1968-08-08,En linea,En linea
1367,17ca9906-6944-11ed-b07a-0242ac1c0002,Tecnología en Profesional de ventas de tecnología de la información y las comunicaciones,In facilis similique corporis. Numquam assumenda soluta impedit nemo sit ratione. Et quia sint tempore a veniam debitis. Nesciunt nisi exercitationem.,Activo,1957-06-11,Presencial,Vespertina
1368,17ca996a-6944-11ed-b07a-0242ac1c0002,Tecnología en Parquetero y colocador de suelos,Cumque ut impedit rerum minima adipisci ratione. Error mollitia vero provident. A iure modi illo.,Inactivo,1961-01-19,Presencial,Matutina
1369,17ca99d8-6944-11ed-b07a-0242ac1c0002,Licenciatura en Tapicero,Error necessitatibus quia veniam hic voluptatibus. Eum eum neque similique illo repellat. Sit doloremque fugiat iure hic perferendis.,Activo,1973-06-29,En linea,Matutina
1370,17ca9a46-6944-11ed-b07a-0242ac1c0002,Tecnología en Técnico en redes y sistemas de computadores,Molestias accusantium unde. Sapiente ratione laboriosam nobis. Molestias eligendi aspernatur accusantium fugiat.,Activo,1955-07-22,Presencial,Intensiva
1371,17ca9aaa-6944-11ed-b07a-0242ac1c0002,Tecnología en Auxiliar de servicio de abordo,Repellat placeat blanditiis provident atque accusamus. Illum molestiae est voluptate vel voluptatibus.,Activo,1942-07-08,Presencial,Matutina
1372,17ca9b18-6944-11ed-b07a-0242ac1c0002,Licenciatura en Camarero de mesa,Quidem ad vel dicta blanditiis sit accusantium. Aspernatur voluptate nesciunt id magnam dicta. Sequi odit laboriosam necessitatibus totam eius eaque.,Activo,1975-06-11,Presencial,Vespertina
1373,17ca9ba4-6944-11ed-b07a-0242ac1c0002,"Tecnología en Operador de máquinas de preparación de fibras, hilado y devanado",Doloribus omnis numquam at excepturi quod voluptates debitis. Illum deleniti ab est vero occaecati.,Inactivo,1942-07-22,En linea,Intensiva
1374,17ca9c12-6944-11ed-b07a-0242ac1c0002,Licenciatura en Pintor y empapelador,Eligendi incidunt facilis cum. Facilis nostrum officia maxime consequatur numquam nam consectetur. Animi porro fuga possimus. Beatae iusto blanditiis quod corrupti dolores accusamus iure.,Inactivo,1976-06-06,Presencial,Matutina
1375,17ca9c80-6944-11ed-b07a-0242ac1c0002,Tecnología en Telefonista,Ea mollitia rerum quas excepturi tempora fugiat. Accusantium provident illo.,Inactivo,1950-04-07,Presencial,Vespertina
1376,17ca9cee-6944-11ed-b07a-0242ac1c0002,Tecnología en Conductor de vehículos accionados a pedal o a brazo,Vel debitis doloremque corporis quam iure rerum praesentium. Ut soluta maiores voluptatibus quisquam ullam.,Activo,1957-02-21,Presencial,Matutina
1377,17ca9d52-6944-11ed-b07a-0242ac1c0002,Ingeniería en Personal directivo de la administración pública,Ipsa praesentium maxime similique sunt nisi. Deleniti temporibus labore ullam. Reprehenderit at assumenda quidem modi beatae adipisci.,Activo,1944-12-28,Presencial,Matutina
1378,17ca9db6-6944-11ed-b07a-0242ac1c0002,Tecnología en Zoólogo,Mollitia officia vel expedita asperiores. Laudantium mollitia iusto commodi laudantium illo.,Inactivo,1951-02-10,Distancia,Matutina
1379,17ca9e24-6944-11ed-b07a-0242ac1c0002,Licenciatura en Ensamblador de equipos electrónicos,Adipisci saepe necessitatibus reprehenderit. Pariatur ab soluta dolorem sint aspernatur. Veritatis quam deserunt.,Inactivo,1946-05-21,Distancia,Vespertina
1380,17ca9e92-6944-11ed-b07a-0242ac1c0002,Ingeniería en Curtidor,Minus aliquam expedita expedita. Accusamus magnam aspernatur odit. Repellat officiis consectetur eligendi quos voluptates eaque.,Inactivo,1976-12-09,Distancia,Vespertina
1381,17ca9ef6-6944-11ed-b07a-0242ac1c0002,Ingeniería en Chapista,Incidunt fugit aspernatur blanditiis soluta voluptatem minima. Reprehenderit impedit enim exercitationem. Impedit cupiditate atque sunt minima fuga quod.,Activo,1958-04-04,Distancia,Vespertina
1382,17ca9f82-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de máquinas de tratamiento de pieles y cueros,Debitis quia amet odio nesciunt saepe. Sequi impedit ipsa quia id ad.,Activo,1970-03-20,En linea,Intensiva
1383,17ca9ff0-6944-11ed-b07a-0242ac1c0002,"Ingeniería en Pescador, cazador, tramperos y recolector de subsistencia",Non sapiente veritatis qui laudantium. Praesentium esse quam quo iusto possimus accusantium. Reiciendis officia repudiandae cumque.,Activo,1969-11-16,Presencial,Intensiva
1384,17caa054-6944-11ed-b07a-0242ac1c0002,Licenciatura en Trabajador social de nivel medio,Adipisci praesentium ab occaecati sunt excepturi quaerat. Molestias ad accusamus illum maiores.,Inactivo,1940-12-29,Presencial,Intensiva
1385,17caa0c2-6944-11ed-b07a-0242ac1c0002,"Licenciatura en Operador de máquinas de embalaje, embotellamiento y etiquetado ",Facere rem iusto praesentium.,Inactivo,1962-12-13,Distancia,Vespertina
1386,17caa130-6944-11ed-b07a-0242ac1c0002,Ingeniería en Profesional de nivel medio del derecho y servicios legales,Quia consequuntur quisquam. Accusamus fugit nam quibusdam exercitationem.,Inactivo,1948-11-14,Distancia,Intensiva
1387,17caa1b2-6944-11ed-b07a-0242ac1c0002,Ingeniería en Trabajador de cuidados personales en instituciones,Quia ducimus minus quos aperiam quasi sequi. Rerum omnis voluptatem ipsa. Corporis quibusdam nemo dolores laborum illum.,Activo,1970-04-16,Distancia,Intensiva
1388,17caa220-6944-11ed-b07a-0242ac1c0002,Licenciatura en Fisioterapeuta,Commodi at dolores deserunt. Aut quisquam tempora.,Inactivo,1972-07-09,Distancia,Vespertina
1389,17caa284-6944-11ed-b07a-0242ac1c0002,Ingeniería en Auxiliar de maestro,Nostrum dignissimos at exercitationem. Vitae optio a eveniet vitae doloribus beatae. Impedit officiis sunt accusantium nostrum consectetur qui laboriosam.,Inactivo,1960-04-22,Distancia,En linea
1390,17caa310-6944-11ed-b07a-0242ac1c0002,Ingeniería en Conductor de vehículos accionados a pedal o a brazo,Nemo nobis cum deserunt velit architecto. Velit assumenda voluptatem praesentium doloremque saepe delectus. Quibusdam ab ad reprehenderit.,Inactivo,1968-04-29,Distancia,En linea
1391,17caa37e-6944-11ed-b07a-0242ac1c0002,Tecnología en Empleado de archivos,Accusamus molestiae sunt atque illum. Enim eos eum rem quia architecto saepe. Ipsam consequatur enim perspiciatis voluptatum nisi voluptatum totam.,Activo,1970-04-28,Presencial,Matutina
1392,17caa3e2-6944-11ed-b07a-0242ac1c0002,Tecnología en Operador de máquinas para fabricar productos de material plástico,Impedit natus recusandae dolorum accusantium. Quibusdam quaerat aspernatur labore. Earum recusandae unde molestiae facere assumenda.,Activo,1953-05-19,Presencial,Matutina
1393,17caa450-6944-11ed-b07a-0242ac1c0002,Tecnología en Montador de estructuras metálicas,Aliquam nemo aliquam commodi dicta sint. Atque aperiam rem explicabo modi minima aut.,Inactivo,1970-03-08,En linea,Matutina
1394,17caa4b4-6944-11ed-b07a-0242ac1c0002,Tecnología en Trabajador comunitario de la salud,Velit laboriosam architecto quisquam non exercitationem. Eligendi odio quia ducimus harum.,Inactivo,1974-10-26,Distancia,Intensiva
1395,17caa522-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de partería,Dolorum id doloremque aut natus libero.,Inactivo,1970-02-15,Presencial,Intensiva
1396,17caa586-6944-11ed-b07a-0242ac1c0002,Ingeniería en Empleado de contabilidad y cálculo de costos,Eum minima dignissimos voluptas culpa ipsum. Error soluta labore ipsum dolores. Voluptas exercitationem magnam iusto quos ipsa.,Inactivo,1942-06-02,En linea,Intensiva
1397,17caa61c-6944-11ed-b07a-0242ac1c0002,Ingeniería en Operador de instalaciones de procesamiento de metales,Voluptate velit deleniti omnis cumque tempora odio quibusdam. Reiciendis quis exercitationem repellat consectetur officia porro unde.,Inactivo,1970-01-17,Presencial,Intensiva
1398,17caa68a-6944-11ed-b07a-0242ac1c0002,Tecnología en Locutor de radio,Dolorem sapiente perferendis praesentium sint voluptatem facilis.,Activo,1966-04-15,Presencial,En linea
1399,17caa70c-6944-11ed-b07a-0242ac1c0002,Tecnología en Empleado de archivos,Eaque eius magnam ratione. Nesciunt beatae assumenda ipsam vero deleniti id. Provident ut voluptatem eveniet. Totam quam dignissimos unde officia assumenda saepe velit.,Inactivo,1957-05-24,Distancia,Vespertina
1400,17caa770-6944-11ed-b07a-0242ac1c0002,Licenciatura en Administrador de bases de datos,Odit iusto molestiae mollitia. Voluptatem deserunt ducimus optio consectetur. Voluptatum officia numquam architecto nemo omnis.,Activo,1974-05-26,Distancia,Intensiva
1401,17caa82e-6944-11ed-b07a-0242ac1c0002,Licenciatura en Conductor de motocicletas,Optio aperiam sapiente eligendi et quibusdam. Aliquid illo similique consequatur. Voluptatem cumque saepe repudiandae vero veritatis nobis.,Inactivo,1959-10-30,Distancia,Intensiva
1402,17caa8a6-6944-11ed-b07a-0242ac1c0002,Tecnología en Ingeniero de minas,Sint recusandae vero officiis. Error asperiores doloribus qui similique provident.,Activo,1977-05-09,Presencial,Intensiva
1403,17caa914-6944-11ed-b07a-0242ac1c0002,Licenciatura en Tramper,Possimus ad dignissimos dolorum officiis. Ullam deserunt impedit unde commodi in. Aut pariatur nostrum vel natus odit. Laborum illum porro iste hic.,Activo,1976-06-11,Presencial,En linea
1404,17caa978-6944-11ed-b07a-0242ac1c0002,Tecnología en Catador de alimentos y bebidas,Fuga veritatis dicta exercitationem. Dolore et sapiente corporis nisi. Aut nam temporibus cumque illo.,Inactivo,1943-08-24,Distancia,Intensiva
1405,17caa9e6-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de la publicidad y la comercialización,Nostrum molestias excepturi eos aliquid aspernatur. Deleniti reiciendis debitis illo excepturi maxime recusandae. Aut magni cumque impedit itaque recusandae. Labore sunt aliquid animi quaerat quos.,Inactivo,1959-02-07,Presencial,Intensiva
1406,17caaa4a-6944-11ed-b07a-0242ac1c0002,Licenciatura en Profesional de ventas técnicas y médicas,Autem iure ullam fugiat esse quasi blanditiis porro. Autem dolore excepturi. Eaque ea atque soluta commodi recusandae. Possimus id ea incidunt corporis nisi laudantium.,Activo,1945-02-02,Presencial,Intensiva
