,id_cupo,fecha_aceptacion_cupo,hora_aceptacion_cupo,descripcion_cupo,tipo_cupo,estado_cupo
648,dc23eb32-6943-11ed-8143-0242ac1c0002,2021-04-17,03:50:14,Repellendus qui libero eos quas quae. Quasi dolore deleniti pariatur. Et facilis tempora sequi veniam.,NIVELACION,Inactivo
649,dc23ebfa-6943-11ed-8143-0242ac1c0002,2021-08-29,11:56:44,Magnam excepturi tenetur laborum. Enim ducimus inventore veniam vel. Commodi voluptatem sunt enim quod vitae qui itaque.,NIVELACION,Activo
650,dc23ecc2-6943-11ed-8143-0242ac1c0002,2021-12-12,06:08:02,Doloremque dignissimos aspernatur dolorem eius voluptatem. Veniam sequi quaerat voluptate dolore distinctio eligendi.,NIVELACION,Activo
651,dc23ed80-6943-11ed-8143-0242ac1c0002,2021-08-15,22:18:05,Est et non numquam quidem harum. Magnam iure maiores iusto soluta repudiandae. Expedita ea magni nemo voluptatum iure.,NIVELACION,Inactivo
652,dc23ee48-6943-11ed-8143-0242ac1c0002,2022-01-23,10:40:42,Quod optio itaque vel enim illo. Amet ad ipsa amet distinctio voluptate praesentium. Eum voluptatibus ad ipsam. Ducimus nulla voluptates vero.,PRIMER NIVEL,Activo
653,dc23ef10-6943-11ed-8143-0242ac1c0002,2021-05-17,20:46:28,Impedit doloremque nulla repellat maiores.,NIVELACION,Inactivo
654,dc23efce-6943-11ed-8143-0242ac1c0002,2022-09-26,04:03:55,Occaecati molestiae excepturi qui dolores. Veritatis doloribus repellendus laboriosam veritatis impedit earum. Dolorum totam tempore repellendus.,NIVELACION,Inactivo
655,dc23f096-6943-11ed-8143-0242ac1c0002,2022-12-01,14:29:49,A iure quas quasi. Magni suscipit reprehenderit blanditiis.,NIVELACION,Activo
656,dc23f14a-6943-11ed-8143-0242ac1c0002,2021-12-31,08:50:58,Itaque occaecati ratione sequi dolores doloribus quos. Dolores dignissimos voluptatem sunt facilis aperiam. Earum consequuntur molestiae reprehenderit.,PRIMER NIVEL,Activo
657,dc23f276-6943-11ed-8143-0242ac1c0002,2022-11-03,16:37:56,Incidunt excepturi saepe labore magni odit. Vitae mollitia id ducimus quasi. Iste amet eius quidem culpa veniam. Minima nobis asperiores sequi numquam labore.,NIVELACION,Inactivo
658,dc23f334-6943-11ed-8143-0242ac1c0002,2022-05-26,04:06:40,Commodi excepturi atque debitis illo. Ad impedit facere officia porro dolores eveniet. Inventore laborum quia esse.,NIVELACION,Inactivo
659,dc23f3fc-6943-11ed-8143-0242ac1c0002,2022-12-10,03:16:24,Illum repellendus perspiciatis nobis numquam.,NIVELACION,Activo
660,dc23f4c4-6943-11ed-8143-0242ac1c0002,2022-01-05,15:18:38,Ut numquam molestiae excepturi. Alias nobis corporis inventore rerum ea provident.,NIVELACION,Activo
661,dc23f582-6943-11ed-8143-0242ac1c0002,2022-05-13,02:16:35,Expedita eveniet accusamus eos praesentium suscipit. Veritatis enim exercitationem id magnam nam fuga.,NIVELACION,Activo
662,dc23f640-6943-11ed-8143-0242ac1c0002,2022-10-06,03:38:20,A placeat sapiente iste et. Accusantium adipisci magnam suscipit corrupti iure voluptatum. Similique iusto tenetur impedit occaecati.,NIVELACION,Activo
663,dc23f6fe-6943-11ed-8143-0242ac1c0002,2022-07-15,07:13:54,Eum possimus eius sunt vero nemo quidem. Aliquam quibusdam quisquam dolorem quidem. Consectetur perferendis accusantium repellendus necessitatibus maiores harum.,PRIMER NIVEL,Activo
664,dc23f7c6-6943-11ed-8143-0242ac1c0002,2022-01-07,21:51:47,Magni tempore molestias velit iste quo est a. Ab quo laudantium aspernatur at placeat.,PRIMER NIVEL,Activo
665,dc23f884-6943-11ed-8143-0242ac1c0002,2021-08-13,06:43:09,Eveniet sequi atque nihil. Sed tempore ea accusamus recusandae eos. Fuga ipsum consectetur officia.,PRIMER NIVEL,Activo
666,dc23f938-6943-11ed-8143-0242ac1c0002,2022-04-17,08:22:19,Veniam ducimus omnis quia hic nesciunt qui animi. Esse eligendi minima exercitationem debitis. Earum perspiciatis voluptatem perferendis sunt.,PRIMER NIVEL,Activo
667,dc23fa50-6943-11ed-8143-0242ac1c0002,2022-07-15,03:27:15,Doloremque aliquam labore quae perferendis placeat. Exercitationem hic aspernatur delectus aperiam. Blanditiis ducimus commodi eaque vitae.,PRIMER NIVEL,Activo
668,dc23fb0e-6943-11ed-8143-0242ac1c0002,2021-06-16,21:18:30,Corporis suscipit reiciendis. Quam repudiandae reprehenderit occaecati iure repellendus quam quis. Voluptatibus magnam nihil quos dolores officia.,NIVELACION,Inactivo
669,dc23fbcc-6943-11ed-8143-0242ac1c0002,2021-01-02,06:22:33,Maiores nulla nostrum iusto corporis atque. Quaerat explicabo nisi.,PRIMER NIVEL,Inactivo
670,dc23fc8a-6943-11ed-8143-0242ac1c0002,2021-04-08,13:22:05,Natus corrupti impedit numquam. Corporis nisi eum cupiditate ea.,NIVELACION,Activo
671,dc23fd52-6943-11ed-8143-0242ac1c0002,2022-12-19,08:46:13,Eveniet quos eius autem. Nemo quam esse voluptate harum eos voluptatem. Fugiat voluptatem modi doloremque.,NIVELACION,Activo
672,dc23fe1a-6943-11ed-8143-0242ac1c0002,2021-09-24,14:51:01,Nisi culpa facilis facere voluptas. Ducimus officiis pariatur eligendi.,NIVELACION,Inactivo
673,dc23fed8-6943-11ed-8143-0242ac1c0002,2021-06-13,00:21:23,Fugiat eaque ab labore dicta est. Cupiditate dolorum soluta dolor et.,NIVELACION,Activo
674,dc23ffe6-6943-11ed-8143-0242ac1c0002,2022-04-09,19:26:04,Quaerat magni repudiandae atque eos expedita.,NIVELACION,Inactivo
675,dc2400ae-6943-11ed-8143-0242ac1c0002,2022-01-23,01:04:45,Deserunt ut beatae non expedita. Natus molestias tenetur reiciendis officiis.,NIVELACION,Inactivo
676,dc240176-6943-11ed-8143-0242ac1c0002,2022-08-25,08:08:11,Eveniet labore velit eius rem ratione reiciendis. Necessitatibus illo sed commodi. Magnam quis expedita.,NIVELACION,Inactivo
677,dc24089c-6943-11ed-8143-0242ac1c0002,2022-11-04,03:52:13,Aperiam iure necessitatibus tempora. Amet laudantium sed assumenda. Odio corporis molestias corrupti nam.,NIVELACION,Activo
678,dc240a04-6943-11ed-8143-0242ac1c0002,2021-12-11,05:52:27,Reiciendis aperiam vel impedit. Vel voluptate quos minus assumenda.,PRIMER NIVEL,Activo
679,dc240b08-6943-11ed-8143-0242ac1c0002,2022-03-31,16:43:25,Incidunt reiciendis dolore quasi eveniet veniam unde quae. Nihil totam molestiae veritatis.,NIVELACION,Inactivo
680,dc240c0c-6943-11ed-8143-0242ac1c0002,2021-09-10,06:30:51,Possimus quos aliquam aspernatur laudantium at. Recusandae suscipit officia laboriosam maxime nostrum.,PRIMER NIVEL,Inactivo
681,dc240cf2-6943-11ed-8143-0242ac1c0002,2022-12-22,03:03:21,Deleniti alias repellat voluptas doloremque maxime. Necessitatibus nemo quae nostrum eos quibusdam.,PRIMER NIVEL,Inactivo
682,dc240dc4-6943-11ed-8143-0242ac1c0002,2021-11-09,03:12:43,Repudiandae tenetur dolor quaerat.,NIVELACION,Inactivo
683,dc240e8c-6943-11ed-8143-0242ac1c0002,2022-11-28,12:30:06,Iure beatae saepe blanditiis explicabo facilis optio. Illo expedita maxime sunt. Facilis libero assumenda sed accusantium quas voluptate.,NIVELACION,Inactivo
684,dc240f4a-6943-11ed-8143-0242ac1c0002,2021-03-28,06:12:45,Fuga iusto ratione iste. Adipisci quas laudantium temporibus veniam. Animi nobis ullam harum repellendus.,PRIMER NIVEL,Activo
685,dc241012-6943-11ed-8143-0242ac1c0002,2022-02-21,17:22:03,Voluptas minima voluptatem tenetur. Quisquam similique non delectus dolore.,NIVELACION,Activo
686,dc2410d0-6943-11ed-8143-0242ac1c0002,2022-06-02,11:02:41,Placeat eveniet molestiae a natus maxime. Occaecati aspernatur adipisci quos recusandae.,NIVELACION,Activo
687,dc241198-6943-11ed-8143-0242ac1c0002,2022-02-28,09:21:50,Fuga at molestias nihil ipsum dolor corporis. Deserunt ipsa sapiente. Tenetur quam ratione excepturi quos.,NIVELACION,Inactivo
688,dc241256-6943-11ed-8143-0242ac1c0002,2021-12-29,00:55:57,Dignissimos harum officiis commodi voluptatibus esse nemo. Rem repellat ad sequi amet.,PRIMER NIVEL,Activo
689,dc241314-6943-11ed-8143-0242ac1c0002,2022-10-21,04:39:18,Ad illum inventore asperiores officia placeat. Libero harum dignissimos minima. Dolorum nostrum voluptatibus quod maxime blanditiis.,NIVELACION,Inactivo
690,dc2413dc-6943-11ed-8143-0242ac1c0002,2021-05-04,01:02:34,Consequatur magni nulla quas reiciendis cum. Nesciunt recusandae voluptatibus nulla reiciendis. Corporis dolore inventore a aperiam architecto eos.,PRIMER NIVEL,Activo
691,dc24149a-6943-11ed-8143-0242ac1c0002,2021-12-01,01:41:33,Quod itaque delectus esse neque laudantium minus deserunt. Quas fugiat illo sed rem impedit vitae.,PRIMER NIVEL,Inactivo
692,dc241562-6943-11ed-8143-0242ac1c0002,2022-04-27,10:56:14,Vel nisi illum neque asperiores excepturi adipisci eos. Eius sunt facere quia officiis officia deserunt sequi. Assumenda unde ipsam.,PRIMER NIVEL,Activo
693,dc241620-6943-11ed-8143-0242ac1c0002,2021-01-26,20:40:58,Minus nobis aut molestiae. Illo consequatur sit molestias laborum.,NIVELACION,Activo
694,dc2416de-6943-11ed-8143-0242ac1c0002,2021-05-10,15:39:14,Ducimus sapiente ex doloremque libero praesentium totam fugit. Adipisci nobis id ab. Veritatis temporibus voluptatum repudiandae.,PRIMER NIVEL,Activo
695,dc2417a6-6943-11ed-8143-0242ac1c0002,2021-05-15,12:07:33,Earum odio vero beatae. Perspiciatis dolorem et architecto nulla omnis alias atque. Tenetur alias explicabo facilis maxime accusantium.,PRIMER NIVEL,Activo
696,dc241864-6943-11ed-8143-0242ac1c0002,2021-09-26,09:19:13,Consectetur iure cum accusantium accusantium ea. Enim a libero magnam accusamus sapiente ab minima. Esse delectus eum porro.,NIVELACION,Inactivo
697,dc241922-6943-11ed-8143-0242ac1c0002,2022-06-07,16:00:33,Odit aliquam quis voluptatem iure officia porro molestiae. Porro dolorum mollitia blanditiis praesentium error natus minus. Dignissimos est nam minima natus in iure tenetur.,NIVELACION,Inactivo
698,dc2419e0-6943-11ed-8143-0242ac1c0002,2022-11-18,15:40:56,Tenetur placeat quasi sint. Sequi repellat adipisci assumenda. Quo nulla nihil impedit excepturi iusto illum.,PRIMER NIVEL,Inactivo
699,dc241a9e-6943-11ed-8143-0242ac1c0002,2021-06-10,17:31:51,Totam sint nulla eum velit voluptatem sint veniam.,PRIMER NIVEL,Inactivo
700,dc241b52-6943-11ed-8143-0242ac1c0002,2022-06-21,15:30:27,Quae ut quos placeat. Porro harum aspernatur autem.,NIVELACION,Activo
701,dc241c1a-6943-11ed-8143-0242ac1c0002,2022-03-22,16:11:43,Minima provident dicta sed ducimus.,NIVELACION,Activo
702,dc241cce-6943-11ed-8143-0242ac1c0002,2021-06-28,07:36:11,Quae nemo maxime quos pariatur deleniti quidem. Dolorem nisi temporibus veritatis nostrum quaerat.,NIVELACION,Activo
703,dc241d8c-6943-11ed-8143-0242ac1c0002,2021-01-16,20:13:24,Pariatur veritatis accusantium suscipit rerum nesciunt. Commodi libero repellendus laborum. Doloribus reiciendis voluptatum quae neque.,NIVELACION,Inactivo
704,dc241e54-6943-11ed-8143-0242ac1c0002,2021-06-13,19:00:51,Doloremque ut voluptates maxime aliquid adipisci aperiam debitis. Reprehenderit deserunt dicta. Harum deleniti eaque doloremque officia quidem eius.,NIVELACION,Activo
705,dc241f1c-6943-11ed-8143-0242ac1c0002,2021-06-26,16:35:53,Odio quasi quo eos ipsam perferendis. Iusto cumque incidunt architecto consectetur.,PRIMER NIVEL,Activo
706,dc241fda-6943-11ed-8143-0242ac1c0002,2022-10-19,12:15:20,Dolores tenetur voluptatem quam animi animi. Velit expedita laborum. Eius officia assumenda atque sit quasi.,PRIMER NIVEL,Inactivo
707,dc2420e8-6943-11ed-8143-0242ac1c0002,2021-04-14,21:38:48,Architecto facilis occaecati qui dicta praesentium. Tempore blanditiis numquam laboriosam veniam quaerat amet. Voluptates odit nesciunt voluptatem quam officiis officia.,PRIMER NIVEL,Inactivo
708,dc2421ba-6943-11ed-8143-0242ac1c0002,2021-04-18,17:47:37,Velit animi odio esse. Dolorem voluptate at corporis provident architecto.,PRIMER NIVEL,Activo
709,dc242278-6943-11ed-8143-0242ac1c0002,2021-12-29,19:55:16,Deleniti dolorum ea aspernatur illum. Quibusdam amet inventore.,PRIMER NIVEL,Activo
710,dc242336-6943-11ed-8143-0242ac1c0002,2022-03-25,11:18:17,Quasi inventore facilis cumque nam.,PRIMER NIVEL,Inactivo
711,dc2423e0-6943-11ed-8143-0242ac1c0002,2022-12-04,11:46:08,Velit mollitia perspiciatis eligendi iste nisi quas. Assumenda numquam numquam dolorem laudantium iusto laborum laboriosam.,NIVELACION,Inactivo
712,dc242476-6943-11ed-8143-0242ac1c0002,2022-01-23,09:49:07,Ipsum aliquam in. Pariatur cumque accusantium incidunt temporibus recusandae eius. Debitis iure molestiae dolores voluptate.,PRIMER NIVEL,Inactivo
713,dc242520-6943-11ed-8143-0242ac1c0002,2022-07-16,01:44:21,Cupiditate illo alias cum enim cum maxime. Rem laboriosam error aliquid nemo voluptatum. Tempora nisi facere officiis molestiae rerum explicabo. Sed nisi dolor ex ullam unde sunt.,PRIMER NIVEL,Inactivo
714,dc2425ca-6943-11ed-8143-0242ac1c0002,2022-09-22,12:29:51,Iste explicabo quos dicta. Vitae voluptas enim odit doloremque ratione ad. Voluptatibus laborum dicta fugit natus.,PRIMER NIVEL,Activo
715,dc24267e-6943-11ed-8143-0242ac1c0002,2022-01-02,01:31:44,Quos ipsa numquam ex minima tempore similique alias. Dolore eaque harum mollitia sint. Veritatis earum aliquid cupiditate distinctio nesciunt magnam tempora.,PRIMER NIVEL,Activo
716,dc24271e-6943-11ed-8143-0242ac1c0002,2021-04-14,05:28:28,Minus tempora dolores labore harum. Dicta aut fugiat corrupti atque labore.,PRIMER NIVEL,Inactivo
717,dc2427c8-6943-11ed-8143-0242ac1c0002,2022-06-05,13:59:31,Aspernatur maxime quam natus vel. Odit voluptate ex. Fuga ipsum consequuntur officiis fugiat odit temporibus. Inventore eligendi corrupti earum minima.,NIVELACION,Inactivo
718,dc242872-6943-11ed-8143-0242ac1c0002,2022-09-07,07:29:28,Error mollitia debitis nulla. Quae expedita quas ipsa deserunt sit voluptatem.,PRIMER NIVEL,Activo
719,dc24299e-6943-11ed-8143-0242ac1c0002,2022-09-13,10:37:23,Dolor dolorum iusto ipsam odit. A quasi blanditiis quidem.,PRIMER NIVEL,Inactivo
720,dc242a66-6943-11ed-8143-0242ac1c0002,2022-05-17,09:25:54,Sunt perspiciatis perspiciatis provident. Nesciunt ut voluptates praesentium expedita iure impedit.,NIVELACION,Activo
721,dc242b1a-6943-11ed-8143-0242ac1c0002,2022-06-22,06:32:46,Nostrum assumenda adipisci saepe. Cupiditate iste accusantium expedita enim asperiores.,PRIMER NIVEL,Inactivo
722,dc242bec-6943-11ed-8143-0242ac1c0002,2021-08-24,05:56:00,Rem voluptatum placeat reprehenderit totam reiciendis omnis. Nostrum placeat maxime perspiciatis. Quia molestiae ut fugiat mollitia omnis in fuga. Atque dignissimos odio iusto modi vel tenetur.,PRIMER NIVEL,Activo
723,dc242c96-6943-11ed-8143-0242ac1c0002,2022-03-28,07:30:04,Impedit consequuntur quas nulla similique quas autem. Voluptas alias asperiores dolor maiores rem molestiae.,PRIMER NIVEL,Activo
724,dc242d40-6943-11ed-8143-0242ac1c0002,2022-01-01,07:18:25,At pariatur beatae doloribus. Facere neque magni amet ut.,PRIMER NIVEL,Activo
725,dc242dd6-6943-11ed-8143-0242ac1c0002,2022-09-17,09:22:16,Nam quisquam veritatis a quisquam architecto voluptatum eaque. Quisquam nemo repellendus.,NIVELACION,Inactivo
726,dc242e80-6943-11ed-8143-0242ac1c0002,2021-09-03,23:23:22,Commodi voluptatibus sed iste eaque laboriosam. Fugit magnam ipsa illum explicabo perferendis.,NIVELACION,Inactivo
727,dc242f2a-6943-11ed-8143-0242ac1c0002,2021-12-16,12:32:43,Molestias repellendus odio deserunt provident. Voluptates expedita reiciendis esse.,NIVELACION,Activo
728,dc242fde-6943-11ed-8143-0242ac1c0002,2022-01-26,06:42:41,Ipsum esse consequuntur odit. Vitae sint odit dicta. Aliquam facere deserunt perspiciatis molestias.,NIVELACION,Activo
729,dc243092-6943-11ed-8143-0242ac1c0002,2022-02-19,08:28:56,Porro ea deserunt ut omnis. Nihil tenetur unde iste aperiam excepturi. Praesentium debitis explicabo dolore in nihil quibusdam dignissimos.,PRIMER NIVEL,Activo
730,dc243132-6943-11ed-8143-0242ac1c0002,2021-08-07,18:00:01,Quaerat soluta nam nihil explicabo hic. At vel suscipit placeat.,NIVELACION,Inactivo
731,dc243204-6943-11ed-8143-0242ac1c0002,2022-09-25,16:05:07,Ut saepe accusantium consectetur nemo dolore laborum. Vitae dolorem tenetur provident quod mollitia.,NIVELACION,Inactivo
732,dc2432ae-6943-11ed-8143-0242ac1c0002,2021-02-01,05:11:48,Eius vero molestiae officiis fugit quos. Laborum illum dolore neque.,PRIMER NIVEL,Inactivo
733,dc243358-6943-11ed-8143-0242ac1c0002,2021-06-18,03:30:24,Ipsam qui porro explicabo similique corrupti. Odio nostrum cumque similique eveniet vel. Quisquam eius sapiente aut.,PRIMER NIVEL,Activo
734,dc243402-6943-11ed-8143-0242ac1c0002,2021-09-13,05:03:44,Temporibus consequatur nihil quisquam placeat iste deserunt. Laboriosam illo dolorem ipsa facere ad molestiae. Placeat dolores ipsum facilis cupiditate reprehenderit.,PRIMER NIVEL,Activo
735,dc2434ac-6943-11ed-8143-0242ac1c0002,2021-03-28,00:41:05,Exercitationem corrupti fuga velit fugit quibusdam. Aspernatur nihil inventore inventore consequuntur quibusdam aliquid.,NIVELACION,Inactivo
736,dc24356a-6943-11ed-8143-0242ac1c0002,2021-12-20,15:41:44,Quibusdam nisi laudantium cum velit vel magni. Ut delectus ipsum ad asperiores dignissimos. Tempore voluptate perferendis suscipit ipsam iste omnis. Voluptatum laboriosam consequuntur.,PRIMER NIVEL,Activo
737,dc24361e-6943-11ed-8143-0242ac1c0002,2022-08-13,19:39:26,Quas corrupti suscipit in cum praesentium voluptatibus. Quasi praesentium quisquam earum aut tempore deleniti. Sunt itaque quis officiis ratione delectus.,PRIMER NIVEL,Activo
738,dc2436c8-6943-11ed-8143-0242ac1c0002,2022-09-07,15:47:11,Nobis nemo qui dolorum tempora nesciunt. Molestiae quidem vel quibusdam. Eos suscipit quaerat quo iusto. Hic ex dicta aspernatur et maxime praesentium animi.,PRIMER NIVEL,Activo
739,dc243786-6943-11ed-8143-0242ac1c0002,2022-06-04,23:24:47,Iure ipsum quasi. Nisi eum veritatis molestias neque. In totam quo.,PRIMER NIVEL,Inactivo
740,dc243830-6943-11ed-8143-0242ac1c0002,2021-10-28,01:06:42,Perferendis fugit quidem ut earum magni. Dolorem harum omnis nemo quibusdam quo aspernatur esse. Officiis hic dolor temporibus. Deleniti nam unde vero tempore beatae libero.,NIVELACION,Inactivo
741,dc2438e4-6943-11ed-8143-0242ac1c0002,2021-06-15,17:18:24,Sit cupiditate ex soluta voluptas. Natus quidem dolore ea exercitationem est. Illum voluptatem quas porro nobis porro perferendis.,PRIMER NIVEL,Activo
742,dc2439a2-6943-11ed-8143-0242ac1c0002,2022-05-10,14:52:55,Dolores modi vel id. Molestias unde saepe dignissimos eius voluptate. Molestiae soluta odio earum iusto facilis.,PRIMER NIVEL,Inactivo
743,dc243a42-6943-11ed-8143-0242ac1c0002,2022-05-12,08:23:30,Odit sapiente mollitia. Tenetur eius tenetur consequatur provident corporis.,NIVELACION,Inactivo
744,dc243ad8-6943-11ed-8143-0242ac1c0002,2022-12-30,09:08:38,Adipisci nulla nulla sequi voluptate blanditiis sed. Distinctio facere doloribus odit.,NIVELACION,Activo
745,dc243b78-6943-11ed-8143-0242ac1c0002,2022-11-17,11:00:05,Adipisci amet harum nostrum ducimus facilis. Maiores laudantium numquam ex. Autem tenetur iste accusamus asperiores veritatis.,NIVELACION,Inactivo
746,dc243c0e-6943-11ed-8143-0242ac1c0002,2022-02-08,16:20:51,Odit eligendi quia tempora error. Ipsam alias deleniti impedit iusto natus labore. Molestias rerum in dolor qui nemo.,NIVELACION,Inactivo
747,dc243cae-6943-11ed-8143-0242ac1c0002,2021-03-29,03:38:54,Nam laboriosam ipsam necessitatibus aperiam est. Optio dicta a autem consequuntur accusamus. Quod at eligendi sunt nihil inventore.,NIVELACION,Activo
748,dc243d44-6943-11ed-8143-0242ac1c0002,2022-07-18,14:22:05,Facilis quaerat exercitationem rerum soluta. Accusamus optio suscipit non consequatur.,NIVELACION,Inactivo
749,dc243dee-6943-11ed-8143-0242ac1c0002,2021-06-28,06:33:56,Voluptates dolores consequatur aliquam. Assumenda pariatur est cupiditate quisquam.,PRIMER NIVEL,Inactivo
750,dc243e8e-6943-11ed-8143-0242ac1c0002,2022-03-21,10:35:09,Consectetur minima reiciendis odio commodi odio ab dolorum. Magnam blanditiis facere ut.,NIVELACION,Activo
751,dc243f38-6943-11ed-8143-0242ac1c0002,2022-11-20,06:47:22,Eius magni perspiciatis laborum magni necessitatibus. Aspernatur cumque aliquid voluptatum dignissimos voluptatum magni. Dolore atque sit assumenda suscipit aut eum. A nemo culpa optio.,NIVELACION,Activo
752,dc243fec-6943-11ed-8143-0242ac1c0002,2022-08-27,12:44:50,Distinctio sint consequuntur possimus esse. Commodi at ipsa iure quos aliquam eos.,PRIMER NIVEL,Activo
753,dc244096-6943-11ed-8143-0242ac1c0002,2021-07-22,11:33:40,Eveniet harum aliquam earum quod quis. Natus totam quibusdam alias.,NIVELACION,Activo
754,dc244136-6943-11ed-8143-0242ac1c0002,2022-05-31,09:35:11,Illo reiciendis aspernatur. Blanditiis sit odio velit qui. Voluptate accusantium similique dolorem facilis voluptatibus.,PRIMER NIVEL,Activo
755,dc2441cc-6943-11ed-8143-0242ac1c0002,2021-03-31,10:30:24,Ipsa earum doloremque rem voluptate rerum. Earum explicabo quidem molestiae quae vero cupiditate hic. Facere nihil deleniti quo tempore.,NIVELACION,Activo
756,dc24426c-6943-11ed-8143-0242ac1c0002,2022-10-03,10:43:26,Eveniet temporibus optio assumenda magnam. Nisi cupiditate pariatur nihil hic sapiente sequi. Rerum ducimus repellat debitis.,NIVELACION,Inactivo
757,dc244316-6943-11ed-8143-0242ac1c0002,2022-11-09,18:52:54,Itaque dolor doloribus molestias quae. Repellat temporibus dolorum quia laborum.,PRIMER NIVEL,Activo
758,dc2443c0-6943-11ed-8143-0242ac1c0002,2021-07-08,06:13:59,Omnis sunt voluptate odit porro rem. Adipisci veniam harum pariatur doloremque voluptates porro quas. Asperiores eius doloremque qui.,PRIMER NIVEL,Inactivo
759,dc24446a-6943-11ed-8143-0242ac1c0002,2021-05-19,05:30:59,In architecto iure odit laborum. Error ex cupiditate inventore neque tempore doloremque.,NIVELACION,Inactivo
760,dc24450a-6943-11ed-8143-0242ac1c0002,2021-11-15,10:57:48,Nesciunt deserunt aut quibusdam sunt totam. Numquam quam at fugiat.,NIVELACION,Inactivo
761,dc2445b4-6943-11ed-8143-0242ac1c0002,2021-12-14,16:50:46,Dolorum repudiandae dolores impedit. Error nihil dignissimos amet nemo illo. Labore molestiae quibusdam quo.,PRIMER NIVEL,Activo
762,dc24464a-6943-11ed-8143-0242ac1c0002,2022-02-18,03:00:59,Doloremque sed quae minima sunt vitae natus. Voluptatum illo ducimus provident delectus inventore repellendus.,PRIMER NIVEL,Activo
763,dc244744-6943-11ed-8143-0242ac1c0002,2021-12-11,14:52:11,Quos eligendi veritatis voluptas eius nisi eaque ipsum. Provident nam officia consequatur fugit quisquam. Vel laborum deleniti labore placeat.,NIVELACION,Inactivo
764,dc24488e-6943-11ed-8143-0242ac1c0002,2021-05-11,04:49:15,Earum alias vitae tempore ea corrupti dolorem architecto. Fugit quia perspiciatis velit odit iure. Excepturi natus ad laborum asperiores recusandae.,NIVELACION,Inactivo
765,dc24494c-6943-11ed-8143-0242ac1c0002,2022-07-03,13:13:56,Nostrum quae nam recusandae.,NIVELACION,Activo
766,dc244a0a-6943-11ed-8143-0242ac1c0002,2022-08-29,20:11:13,Quaerat quas nihil ea. Quasi tempora qui pariatur molestias. Ex nulla quas neque asperiores corporis.,NIVELACION,Activo
767,dc244ab4-6943-11ed-8143-0242ac1c0002,2021-11-24,06:03:05,Voluptatibus et nemo libero repellat. Nobis sequi eum eum.,NIVELACION,Activo
768,dc244b5e-6943-11ed-8143-0242ac1c0002,2021-01-31,07:25:19,Ut voluptas explicabo ratione animi. Porro cum laudantium numquam dolores.,NIVELACION,Activo
769,dc244c12-6943-11ed-8143-0242ac1c0002,2021-01-07,23:33:15,Rerum fuga cumque nesciunt corrupti. Atque voluptatibus et minima dolorem rerum. Itaque eveniet maxime maxime nihil minus eum.,NIVELACION,Activo
770,dc244cc6-6943-11ed-8143-0242ac1c0002,2021-10-04,12:08:42,Minima hic nulla harum.,NIVELACION,Inactivo
771,dc244d66-6943-11ed-8143-0242ac1c0002,2022-04-15,22:00:07,Nesciunt itaque non. Aut voluptatibus natus labore eaque voluptatum quidem.,NIVELACION,Activo
772,dc244e38-6943-11ed-8143-0242ac1c0002,2021-04-11,19:37:11,Pariatur molestiae accusamus.,PRIMER NIVEL,Activo
773,dc244ece-6943-11ed-8143-0242ac1c0002,2022-03-16,18:15:17,Aliquam nesciunt labore eum eos ratione deserunt. Tempore ad odio optio voluptates fuga. Odio quisquam minus numquam quibusdam.,NIVELACION,Inactivo
774,dc244f78-6943-11ed-8143-0242ac1c0002,2021-09-13,02:59:56,Accusamus omnis modi molestiae. Aut similique nam sed dicta minus qui. Rerum recusandae aliquid cum modi possimus.,NIVELACION,Inactivo
775,dc24a36a-6943-11ed-8143-0242ac1c0002,2022-02-09,00:10:41,Libero animi odio. Ratione velit velit accusamus magni perspiciatis laudantium nulla. Soluta assumenda tempore vero itaque.,PRIMER NIVEL,Activo
776,dc24a798-6943-11ed-8143-0242ac1c0002,2021-06-09,01:37:32,Perferendis vel dolore quisquam similique voluptate dolor. Dignissimos placeat reiciendis aliquid aliquid nostrum temporibus. Amet corporis minus corrupti voluptatum adipisci fuga.,NIVELACION,Inactivo
777,dc24a87e-6943-11ed-8143-0242ac1c0002,2022-11-10,11:24:01,Iusto inventore iure. Maiores totam quibusdam voluptatem asperiores libero. Quod velit aliquid excepturi molestias.,NIVELACION,Inactivo
778,dc24a932-6943-11ed-8143-0242ac1c0002,2022-07-27,00:05:05,Natus rerum beatae. Ipsum dolor a incidunt. Vero facere numquam repellat laborum ut sunt. Culpa iusto minima provident porro.,NIVELACION,Inactivo
779,dc24a9e6-6943-11ed-8143-0242ac1c0002,2021-08-13,05:45:58,Molestiae quam doloremque distinctio maiores. Quisquam dignissimos maxime deleniti nam necessitatibus. Ex illum praesentium optio consectetur ut.,PRIMER NIVEL,Activo
780,dc24aa86-6943-11ed-8143-0242ac1c0002,2021-03-05,11:54:44,Atque itaque iusto ipsam qui nam.,NIVELACION,Activo
781,dc24ab76-6943-11ed-8143-0242ac1c0002,2022-04-05,08:33:09,Voluptatum nobis consectetur eum doloribus dignissimos temporibus. Quibusdam laudantium ipsa. Doloribus a corrupti porro ratione repudiandae dignissimos. Facilis laboriosam harum libero iusto odit doloribus.,PRIMER NIVEL,Activo
