,IdInsti,NomInstituto,CorreoInstituto,TelefonoInstituto,DescripcionInstituto,EstadoInstituto,URL
260,f9b8f4a8-6943-11ed-a9ab-0242ac1c0002,Instituto René Ros,rené.ros@hotmail.com,0963477338,Impedit eius commodi sapiente. Corrupti maiores repellendus itaque libero possimus a. Dolores quibusdam labore fugit.,Inactivo,universidadrenéros.com
261,f9b8f52a-6943-11ed-a9ab-0242ac1c0002,Instituto Remigio Agustín,remigio.agustín@hotmail.com,0922153424,Quia unde dignissimos quaerat ducimus dolores. Molestiae reiciendis doloremque amet doloribus. Minima dolor sequi sapiente dicta sapiente.,Inactivo,universidadremigioagustín.com
262,f9b8f5a2-6943-11ed-a9ab-0242ac1c0002,Instituto Mario Cortina,mario.cortina@hotmail.com,0962195672,Deleniti ducimus eveniet asperiores.,Activo,universidadmariocortina.com
263,f9b8f624-6943-11ed-a9ab-0242ac1c0002,Instituto Santiago Calleja,santiago.calleja@hotmail.com,0940140195,Fuga animi repudiandae impedit eius voluptatem. Aliquam itaque necessitatibus sequi quae. Architecto alias eaque ducimus incidunt accusamus voluptas.,Inactivo,universidadsantiagocalleja.com
264,f9b8f69c-6943-11ed-a9ab-0242ac1c0002,Instituto Manuela Segovia,manuela.segovia@hotmail.com,0912441810,Pariatur culpa voluptates consectetur.,Inactivo,universidadmanuelasegovia.com
265,f9b8f714-6943-11ed-a9ab-0242ac1c0002,Instituto Cristina Carrión,cristina.carrión@hotmail.com,0946701327,Blanditiis eum eos praesentium adipisci. Animi ipsam porro neque nobis quidem minima. Quaerat molestias ducimus omnis.,Inactivo,universidadcristinacarrión.com
266,f9b8f78c-6943-11ed-a9ab-0242ac1c0002,Instituto Susana Torrijos,susana.torrijos@hotmail.com,0945413136,Ipsa vero blanditiis soluta. Maxime sapiente laborum deleniti laborum.,Activo,universidadsusanatorrijos.com
267,f9b8f80e-6943-11ed-a9ab-0242ac1c0002,Instituto Virgilio Campo,virgilio.campo@hotmail.com,0931301856,Iste incidunt voluptatum necessitatibus. Praesentium est ducimus ducimus maxime magni temporibus.,Inactivo,universidadvirgiliocampo.com
268,f9b90556-6943-11ed-a9ab-0242ac1c0002,Instituto Vasco Hurtado,vasco.hurtado@hotmail.com,0973223224,Laborum iste ullam culpa.,Activo,universidadvascohurtado.com
269,f9b9065a-6943-11ed-a9ab-0242ac1c0002,Instituto Nilo Nogueira,nilo.nogueira@hotmail.com,0936489655,Eum nisi saepe nemo.,Activo,universidadnilonogueira.com
270,f9b90740-6943-11ed-a9ab-0242ac1c0002,Instituto Ricarda Paredes,ricarda.paredes@hotmail.com,0982183975,Similique tempore labore blanditiis. Ullam occaecati reiciendis temporibus dolorem optio. Praesentium vel quidem magni.,Inactivo,universidadricardaparedes.com
271,f9b907ea-6943-11ed-a9ab-0242ac1c0002,Instituto Asunción Herrera,asunción.herrera@hotmail.com,0942766906,Nobis illo molestiae fugiat labore. Illo quasi odio temporibus nulla molestias incidunt. Necessitatibus possimus provident facere sequi.,Activo,universidadasunciónherrera.com
272,f9b90894-6943-11ed-a9ab-0242ac1c0002,Instituto Roberto Domingo,roberto.domingo@hotmail.com,0995540017,Sequi delectus magnam repudiandae cumque sed numquam. Dolorem corrupti eligendi autem sint esse doloribus. Voluptatum minima eos nobis natus ipsam tenetur doloremque.,Inactivo,universidadrobertodomingo.com
273,f9b90948-6943-11ed-a9ab-0242ac1c0002,Instituto María Ángeles Rueda,maría ángeles.rueda@hotmail.com,0900041652,Dolore officiis dolorem ad. Adipisci sit possimus mollitia accusantium tempora. Fugiat ratione praesentium tenetur.,Activo,universidadmaría ángelesrueda.com
274,f9b909e8-6943-11ed-a9ab-0242ac1c0002,Instituto Estefanía Pozo,estefanía.pozo@hotmail.com,0942542878,Libero soluta dolor id. Tempore tenetur corporis ab.,Activo,universidadestefaníapozo.com
275,f9b90ab0-6943-11ed-a9ab-0242ac1c0002,Instituto Felisa Gascón,felisa.gascón@hotmail.com,0930263308,In repudiandae ducimus deserunt. Provident sit odit et nam explicabo cumque. Rerum amet inventore est et dolores.,Inactivo,universidadfelisagascón.com
276,f9b90b50-6943-11ed-a9ab-0242ac1c0002,Instituto Danilo Olivares,danilo.olivares@hotmail.com,0946436677,Itaque assumenda eaque harum. Quibusdam veniam vero rem modi dolores animi.,Inactivo,universidaddaniloolivares.com
277,f9b90bfa-6943-11ed-a9ab-0242ac1c0002,Instituto Blanca Peinado,blanca.peinado@hotmail.com,0995395515,Sequi quas quis itaque. Quidem amet architecto eum placeat. Ab adipisci magni pariatur.,Activo,universidadblancapeinado.com
278,f9b90cb8-6943-11ed-a9ab-0242ac1c0002,Instituto Marisol Abascal,marisol.abascal@hotmail.com,0935623881,Deserunt sapiente sed quia repellat. Rem impedit sequi ea delectus harum repellendus optio. Doloribus magni recusandae earum repudiandae dolor totam. Molestias nisi voluptatem in.,Inactivo,universidadmarisolabascal.com
279,f9b90d4e-6943-11ed-a9ab-0242ac1c0002,Instituto Jennifer Serrano,jennifer.serrano@hotmail.com,0971526698,Ea vero accusantium ad similique magni eaque. Voluptatem quis magnam recusandae sit eligendi expedita. Temporibus voluptatem nulla adipisci saepe quos.,Inactivo,universidadjenniferserrano.com
280,f9b90de4-6943-11ed-a9ab-0242ac1c0002,Instituto Jose Francisco Aroca,jose francisco.aroca@hotmail.com,0916103196,Ratione doloremque adipisci minima facilis occaecati. Quaerat quis reiciendis totam eveniet. Sunt inventore ducimus aliquid.,Inactivo,universidadjose franciscoaroca.com
281,f9b90e7a-6943-11ed-a9ab-0242ac1c0002,Instituto Cristian Recio,cristian.recio@hotmail.com,0927641639,Consectetur necessitatibus provident quam reprehenderit incidunt. Qui fugit nesciunt quisquam aliquid eligendi repudiandae.,Inactivo,universidadcristianrecio.com
282,f9b90f1a-6943-11ed-a9ab-0242ac1c0002,Instituto Sara Martin,sara.martin@hotmail.com,0929672607,Numquam eos velit culpa dolorem. Temporibus nisi totam dolores animi dolore numquam nam. Libero animi occaecati assumenda possimus molestiae.,Inactivo,universidadsaramartin.com
283,f9b90fba-6943-11ed-a9ab-0242ac1c0002,Instituto Emiliano Yáñez,emiliano.yáñez@hotmail.com,0922562366,Ut quae amet eos aut officiis corrupti nostrum. Pariatur ipsa illo nulla.,Inactivo,universidademilianoyáñez.com
284,f9b9105a-6943-11ed-a9ab-0242ac1c0002,Instituto Hernán Céspedes,hernán.céspedes@hotmail.com,0933394205,Voluptatem tempore numquam id.,Activo,universidadhernáncéspedes.com
285,f9b91168-6943-11ed-a9ab-0242ac1c0002,Instituto Dorotea Jordá,dorotea.jordá@hotmail.com,0954381325,Dicta cumque debitis eaque error atque. Libero nulla at accusamus. Et recusandae explicabo est labore.,Activo,universidaddoroteajordá.com
286,f9b91212-6943-11ed-a9ab-0242ac1c0002,Instituto Jeremías Quiroga,jeremías.quiroga@hotmail.com,0997297893,Doloremque neque voluptates ratione facilis nihil quaerat commodi. Commodi necessitatibus expedita itaque blanditiis laudantium iusto adipisci.,Inactivo,universidadjeremíasquiroga.com
287,f9b9141a-6943-11ed-a9ab-0242ac1c0002,Instituto Irma Llabrés,irma.llabrés@hotmail.com,0984485063,Neque velit magni accusamus. Blanditiis excepturi occaecati eaque ab dolore. Assumenda rem consequatur neque qui neque. Ipsam sed maxime eaque fuga voluptates quia.,Activo,universidadirmallabrés.com
288,f9b914f6-6943-11ed-a9ab-0242ac1c0002,Instituto Lucía Fabra,lucía.fabra@hotmail.com,0919042980,Et commodi libero odio delectus. Earum recusandae eos nam. Quasi adipisci soluta tenetur vel dolor.,Inactivo,universidadlucíafabra.com
289,f9b915b4-6943-11ed-a9ab-0242ac1c0002,Instituto Jesús Campo,jesús.campo@hotmail.com,0949005245,Tempore nostrum modi. Eum est autem ullam numquam eligendi vero. Neque cum repellat quo.,Activo,universidadjesúscampo.com
290,f9b91654-6943-11ed-a9ab-0242ac1c0002,Instituto Rosalía Chico,rosalía.chico@hotmail.com,0939213285,Recusandae enim sunt unde magni reprehenderit alias. Pariatur enim vel magni.,Inactivo,universidadrosalíachico.com
291,f9b916f4-6943-11ed-a9ab-0242ac1c0002,Instituto Feliciana Coca,feliciana.coca@hotmail.com,0958421832,Odio magnam autem consequuntur ducimus quam nam fugiat. Ipsa deserunt eaque veniam.,Inactivo,universidadfelicianacoca.com
292,f9b917a8-6943-11ed-a9ab-0242ac1c0002,Instituto Miriam Figuerola,miriam.figuerola@hotmail.com,0913339585,Alias aperiam maiores amet ea dignissimos. Iusto blanditiis optio perspiciatis accusantium quo.,Activo,universidadmiriamfiguerola.com
293,f9b91852-6943-11ed-a9ab-0242ac1c0002,Instituto María Teresa Rius,maría teresa.rius@hotmail.com,0989088978,Reprehenderit ad nisi quas. Tempore consequuntur amet sed asperiores.,Inactivo,universidadmaría teresarius.com
294,f9b91906-6943-11ed-a9ab-0242ac1c0002,Instituto Feliciana Ferrándiz,feliciana.ferrándiz@hotmail.com,0975025369,Magni labore ad maxime consectetur. Exercitationem blanditiis repudiandae at. Nisi non dolores soluta repellendus quisquam incidunt magni.,Activo,universidadfelicianaferrándiz.com
295,f9b91abe-6943-11ed-a9ab-0242ac1c0002,Instituto Nereida Tudela,nereida.tudela@hotmail.com,0960551069,Voluptate maiores nisi ad. Similique optio cum id neque iure perferendis. A sapiente quis soluta laborum explicabo nostrum.,Inactivo,universidadnereidatudela.com
296,f9b91bb8-6943-11ed-a9ab-0242ac1c0002,Instituto Mónica Parra,mónica.parra@hotmail.com,0900485472,Exercitationem impedit molestiae. Quaerat similique voluptas. Dignissimos nobis minus quidem soluta blanditiis.,Activo,universidadmónicaparra.com
297,f9b91c6c-6943-11ed-a9ab-0242ac1c0002,Instituto Venceslás Ortiz,venceslás.ortiz@hotmail.com,0967395371,Earum rem aliquid impedit incidunt. Consequuntur odio sapiente asperiores. Rerum cupiditate atque.,Inactivo,universidadvenceslásortiz.com
298,f9b91d0c-6943-11ed-a9ab-0242ac1c0002,Instituto Gerardo Zabala,gerardo.zabala@hotmail.com,0999433790,Dignissimos laboriosam quas voluptatem nostrum sunt laudantium. Id aliquid soluta corrupti nihil dignissimos.,Activo,universidadgerardozabala.com
299,f9b91dca-6943-11ed-a9ab-0242ac1c0002,Instituto Priscila Ariño,priscila.ariño@hotmail.com,0943410773,Itaque voluptates debitis sit veniam. Possimus enim nesciunt voluptas beatae temporibus aut.,Activo,universidadpriscilaariño.com
300,f9b91e6a-6943-11ed-a9ab-0242ac1c0002,Instituto Guadalupe Pazos,guadalupe.pazos@hotmail.com,0967859869,Architecto adipisci voluptate doloremque.,Inactivo,universidadguadalupepazos.com
301,f9b91f1e-6943-11ed-a9ab-0242ac1c0002,Instituto Segismundo Saura,segismundo.saura@hotmail.com,0976571297,Iste aut sit iusto vitae dolorum quasi. Ipsum doloremque id ut magnam corporis quo.,Inactivo,universidadsegismundosaura.com
302,f9b91faa-6943-11ed-a9ab-0242ac1c0002,Instituto Vera Blázquez,vera.blázquez@hotmail.com,0952060559,Ad ipsum incidunt blanditiis nam quibusdam sunt voluptas.,Activo,universidadverablázquez.com
303,f9b9202c-6943-11ed-a9ab-0242ac1c0002,Instituto Patricia Gallo,patricia.gallo@hotmail.com,0996082216,Tenetur quas officia. Suscipit dolorum praesentium excepturi odit animi. Dolores at unde quisquam sunt error.,Activo,universidadpatriciagallo.com
304,f9b920cc-6943-11ed-a9ab-0242ac1c0002,Instituto Tristán Pons,tristán.pons@hotmail.com,0997809978,Quos odio qui voluptatum odit consequuntur quisquam. Accusamus nulla earum beatae voluptatum. Illo iusto dolores nisi.,Activo,universidadtristánpons.com
305,f9b92144-6943-11ed-a9ab-0242ac1c0002,Instituto Narciso Somoza,narciso.somoza@hotmail.com,0900505484,Pariatur exercitationem fugit velit quibusdam illum provident voluptatum. Tempore excepturi corporis recusandae nihil labore id.,Activo,universidadnarcisosomoza.com
306,f9b921bc-6943-11ed-a9ab-0242ac1c0002,Instituto Felipe Galván,felipe.galván@hotmail.com,0931396080,Molestiae alias unde corrupti. At nobis nam maxime. Sit vero ea praesentium sapiente nesciunt.,Inactivo,universidadfelipegalván.com
307,f9b9222a-6943-11ed-a9ab-0242ac1c0002,Instituto Ceferino Valenzuela,ceferino.valenzuela@hotmail.com,0960231465,Nobis veritatis sed perferendis modi delectus excepturi. Voluptas eius aliquid accusamus optio molestiae amet.,Inactivo,universidadceferinovalenzuela.com
308,f9b922a2-6943-11ed-a9ab-0242ac1c0002,Instituto Soledad Cabañas,soledad.cabañas@hotmail.com,0994083257,Sunt at facilis beatae odit occaecati possimus beatae. Corrupti maxime molestiae mollitia dolorem suscipit error recusandae.,Inactivo,universidadsoledadcabañas.com
309,f9b9232e-6943-11ed-a9ab-0242ac1c0002,Instituto Olga Cepeda,olga.cepeda@hotmail.com,0950097055,Dolorem illum quisquam quibusdam officia quae ratione. Sed voluptate eveniet consequatur error doloremque.,Inactivo,universidadolgacepeda.com
310,f9b923b0-6943-11ed-a9ab-0242ac1c0002,Instituto Luciano Galán,luciano.galán@hotmail.com,0940189518,Neque quidem dicta.,Inactivo,universidadlucianogalán.com
311,f9b92432-6943-11ed-a9ab-0242ac1c0002,Instituto Ariel Briones,ariel.briones@hotmail.com,0940803806,Ex consequuntur accusamus porro. Fugit odit beatae consequatur dolorem animi laudantium.,Inactivo,universidadarielbriones.com
312,f9b924c8-6943-11ed-a9ab-0242ac1c0002,Instituto Anastasio Chamorro,anastasio.chamorro@hotmail.com,0928620848,Provident quisquam optio vitae. Officia repellat dicta id sequi.,Inactivo,universidadanastasiochamorro.com
313,f9b929dc-6943-11ed-a9ab-0242ac1c0002,Instituto Apolonia Goicoechea,apolonia.goicoechea@hotmail.com,0961683631,Excepturi fugiat molestiae beatae. Inventore nostrum nemo eum voluptatem inventore.,Activo,universidadapoloniagoicoechea.com
314,f9b92a86-6943-11ed-a9ab-0242ac1c0002,Instituto Goyo Godoy,goyo.godoy@hotmail.com,0976608782,Hic dolorum expedita nihil cupiditate unde consequuntur.,Inactivo,universidadgoyogodoy.com
315,f9b92b08-6943-11ed-a9ab-0242ac1c0002,Instituto Marcia Roldan,marcia.roldan@hotmail.com,0941158943,Tempore quo veniam praesentium ex quidem. Sed porro odit cupiditate eos natus autem.,Activo,universidadmarciaroldan.com
316,f9b92b94-6943-11ed-a9ab-0242ac1c0002,Instituto Agustina Fabra,agustina.fabra@hotmail.com,0960017898,Quae ad nihil sapiente. Ab facilis veniam veritatis aperiam quam.,Inactivo,universidadagustinafabra.com
317,f9b92d92-6943-11ed-a9ab-0242ac1c0002,Instituto Álvaro Figueras,álvaro.figueras@hotmail.com,0941281532,Doloremque earum laboriosam illum cupiditate rerum.,Inactivo,universidadálvarofigueras.com
318,f9b92e46-6943-11ed-a9ab-0242ac1c0002,Instituto Cesar Rios,cesar.rios@hotmail.com,0904305649,Cum aperiam possimus nemo repellat. Consequuntur velit atque quaerat corporis amet ratione.,Activo,universidadcesarrios.com
319,f9b92edc-6943-11ed-a9ab-0242ac1c0002,Instituto Amada Frutos,amada.frutos@hotmail.com,0950122738,Occaecati modi sapiente iure delectus adipisci. Tempore quasi deserunt consequatur quasi. Maxime debitis error omnis.,Inactivo,universidadamadafrutos.com
320,f9b93026-6943-11ed-a9ab-0242ac1c0002,Instituto Emigdio Alegre,emigdio.alegre@hotmail.com,0943602596,Ipsa cupiditate impedit perferendis totam nostrum. Autem perferendis tempora aspernatur aperiam ut placeat.,Inactivo,universidademigdioalegre.com
321,f9b930e4-6943-11ed-a9ab-0242ac1c0002,Instituto Xavier Tomás,xavier.tomás@hotmail.com,0907387081,Sed expedita est voluptas est ratione neque. Deleniti asperiores ullam libero. Rerum expedita iste soluta necessitatibus. Quasi harum eaque eos reprehenderit.,Activo,universidadxaviertomás.com
322,f9b93166-6943-11ed-a9ab-0242ac1c0002,Instituto Juanita Soriano,juanita.soriano@hotmail.com,0930483195,Magnam distinctio animi ipsam autem blanditiis quis.,Inactivo,universidadjuanitasoriano.com
323,f9b931f2-6943-11ed-a9ab-0242ac1c0002,Instituto Salomé Gutiérrez,salomé.gutiérrez@hotmail.com,0986021871,Quod iste a in explicabo illo beatae.,Inactivo,universidadsalomégutiérrez.com
324,f9b93274-6943-11ed-a9ab-0242ac1c0002,Instituto Juan Manuel Manuel,juan manuel.manuel@hotmail.com,0948293224,Libero ducimus quibusdam sed eum doloribus laudantium. Fuga aspernatur odit dolore.,Activo,universidadjuan manuelmanuel.com
325,f9b933dc-6943-11ed-a9ab-0242ac1c0002,Instituto Petrona Chaparro,petrona.chaparro@hotmail.com,0973068450,Ab dolores architecto quis tempora vitae sit. Cupiditate vitae aspernatur qui.,Activo,universidadpetronachaparro.com
326,f9b9347c-6943-11ed-a9ab-0242ac1c0002,Instituto Rodolfo Pla,rodolfo.pla@hotmail.com,0939200194,Illo perspiciatis doloribus rerum sapiente nulla. Quibusdam harum quam dolore sint amet.,Inactivo,universidadrodolfopla.com
327,f9b934fe-6943-11ed-a9ab-0242ac1c0002,Instituto Ignacio Campoy,ignacio.campoy@hotmail.com,0948750574,Laborum sed iusto. Laboriosam repellat ipsam sunt odit accusantium explicabo.,Inactivo,universidadignaciocampoy.com
328,f9b93580-6943-11ed-a9ab-0242ac1c0002,Instituto Horacio Carpio,horacio.carpio@hotmail.com,0912252065,Eos magnam vero omnis adipisci maxime. Quisquam molestiae magni et minima doloremque hic illo.,Activo,universidadhoraciocarpio.com
329,f9b93602-6943-11ed-a9ab-0242ac1c0002,Instituto Corona Torres,corona.torres@hotmail.com,0903242933,Vel aliquam fugiat neque necessitatibus perspiciatis. Eos amet inventore autem. Quas iste repudiandae magnam. Quisquam cupiditate eius asperiores.,Inactivo,universidadcoronatorres.com
330,f9b93774-6943-11ed-a9ab-0242ac1c0002,Instituto Leopoldo Echevarría,leopoldo.echevarría@hotmail.com,0970532433,Quo recusandae illum. Eos dolorem nemo repellendus aliquam voluptas eaque. Esse doloremque molestias. Quia ipsam nihil ut.,Activo,universidadleopoldoechevarría.com
331,f9b93878-6943-11ed-a9ab-0242ac1c0002,Instituto Miguel Ojeda,miguel.ojeda@hotmail.com,0906642504,Mollitia ducimus quam dignissimos sed. Repellendus ipsa aperiam aliquam molestiae magni. Porro architecto necessitatibus laudantium.,Inactivo,universidadmiguelojeda.com
332,f9b938f0-6943-11ed-a9ab-0242ac1c0002,Instituto Maricruz Manrique,maricruz.manrique@hotmail.com,0969731755,Quia in recusandae nostrum in suscipit ipsam vitae. Id asperiores dignissimos aut suscipit sint magnam.,Activo,universidadmaricruzmanrique.com
333,f9b9395e-6943-11ed-a9ab-0242ac1c0002,Instituto Victoria Quevedo,victoria.quevedo@hotmail.com,0951208217,Porro sed fuga necessitatibus eius perferendis molestias debitis. Aut sit ad itaque dignissimos.,Activo,universidadvictoriaquevedo.com
334,f9b93abc-6943-11ed-a9ab-0242ac1c0002,Instituto Darío Casanovas,darío.casanovas@hotmail.com,0974562355,Id neque est aperiam quo officiis doloremque. Repellendus dolor soluta ab.,Inactivo,universidaddaríocasanovas.com
335,f9b93b48-6943-11ed-a9ab-0242ac1c0002,Instituto Jordana Menendez,jordana.menendez@hotmail.com,0940853597,Beatae aspernatur iusto hic ut accusamus. Ducimus delectus veniam alias. Soluta similique qui eius iusto tenetur magnam.,Activo,universidadjordanamenendez.com
336,f9b93bc0-6943-11ed-a9ab-0242ac1c0002,Instituto Efraín Alcolea,efraín.alcolea@hotmail.com,0990799156,Explicabo voluptatum cupiditate assumenda tenetur. Officia iusto distinctio cum temporibus non qui. Dolore porro inventore a tenetur nobis.,Inactivo,universidadefraínalcolea.com
337,f9b93c38-6943-11ed-a9ab-0242ac1c0002,Instituto Iker Castellanos,iker.castellanos@hotmail.com,0951409211,Sed ea nulla. Exercitationem quam minima animi.,Activo,universidadikercastellanos.com
338,f9b93cb0-6943-11ed-a9ab-0242ac1c0002,Instituto Edelmira Asenjo,edelmira.asenjo@hotmail.com,0904186906,Sit at maiores dolorum alias. Id aperiam perspiciatis veritatis. Rem quibusdam ex dolorem expedita.,Activo,universidadedelmiraasenjo.com
339,f9b93df0-6943-11ed-a9ab-0242ac1c0002,Instituto Fanny Rosell,fanny.rosell@hotmail.com,0935596807,Iste quam natus ratione aliquam et. Porro amet odio at dicta debitis.,Inactivo,universidadfannyrosell.com
340,f9b93e7c-6943-11ed-a9ab-0242ac1c0002,Instituto María Ángeles Zaragoza,maría ángeles.zaragoza@hotmail.com,0927063261,Facilis veritatis pariatur ut error possimus odio. Tempora debitis explicabo delectus illum magni dignissimos.,Inactivo,universidadmaría ángeleszaragoza.com
341,f9b93ef4-6943-11ed-a9ab-0242ac1c0002,Instituto Sandra Uría,sandra.uría@hotmail.com,0980198750,Nam ipsum facilis omnis eius temporibus temporibus.,Activo,universidadsandrauría.com
342,f9b93f6c-6943-11ed-a9ab-0242ac1c0002,Instituto Valerio Mateu,valerio.mateu@hotmail.com,0929198924,Fugiat laudantium suscipit consectetur exercitationem ducimus. Veniam repudiandae necessitatibus doloremque dolorum omnis. Distinctio earum tenetur a quo unde iure.,Inactivo,universidadvaleriomateu.com
343,f9b940fc-6943-11ed-a9ab-0242ac1c0002,Instituto Abel Córdoba,abel.córdoba@hotmail.com,0906702137,Quibusdam eum dicta dolore nemo deserunt facilis.,Activo,universidadabelcórdoba.com
344,f9b941b0-6943-11ed-a9ab-0242ac1c0002,Instituto Manolo Bartolomé,manolo.bartolomé@hotmail.com,0918013628,Exercitationem veniam facere. Quod dolor quas neque.,Inactivo,universidadmanolobartolomé.com
345,f9b94232-6943-11ed-a9ab-0242ac1c0002,Instituto Roque Ariño,roque.ariño@hotmail.com,0986504978,Voluptatibus impedit quidem ad inventore eum. Esse necessitatibus nisi ab delectus repudiandae.,Inactivo,universidadroqueariño.com
346,f9b942be-6943-11ed-a9ab-0242ac1c0002,Instituto Constanza Barceló,constanza.barceló@hotmail.com,0995287550,Illum totam quod consequuntur doloremque veritatis illo. Laborum maiores harum enim.,Activo,universidadconstanzabarceló.com
347,f9b9432c-6943-11ed-a9ab-0242ac1c0002,Instituto Rosa María Padilla,rosa maría.padilla@hotmail.com,0990570481,Explicabo nobis molestiae unde veniam nobis. Officiis enim architecto voluptatem. Vero dolorem voluptatum magni placeat.,Activo,universidadrosa maríapadilla.com
348,f9b9444e-6943-11ed-a9ab-0242ac1c0002,Instituto Lorenzo Farré,lorenzo.farré@hotmail.com,0926693698,Molestiae ipsa blanditiis aperiam pariatur reprehenderit. Assumenda laborum quo. Nesciunt veniam provident quam et voluptatum.,Inactivo,universidadlorenzofarré.com
349,f9b944ee-6943-11ed-a9ab-0242ac1c0002,Instituto Encarnacion Rosales,encarnacion.rosales@hotmail.com,0931727421,Ipsa temporibus sequi vel culpa aliquam id nam. Unde nemo temporibus minima nostrum quidem inventore fuga. Sit est recusandae facilis ratione.,Activo,universidadencarnacionrosales.com
350,f9b94566-6943-11ed-a9ab-0242ac1c0002,Instituto Julio César Cañizares,julio césar.cañizares@hotmail.com,0918739619,Ea tempora est ut occaecati. Aliquam sapiente molestias consequuntur est.,Activo,universidadjulio césarcañizares.com
351,f9b9462e-6943-11ed-a9ab-0242ac1c0002,Instituto Graciano Izaguirre,graciano.izaguirre@hotmail.com,0936612400,Molestiae doloremque laborum reiciendis atque nulla. Cum nostrum asperiores et.,Activo,universidadgracianoizaguirre.com
352,f9b946a6-6943-11ed-a9ab-0242ac1c0002,Instituto Martina Estrada,martina.estrada@hotmail.com,0960227340,Ipsam expedita ducimus nesciunt iure nostrum. Soluta illum aspernatur dolorum corporis aliquam atque. Non animi iure nihil quam dicta.,Activo,universidadmartinaestrada.com
353,f9b947e6-6943-11ed-a9ab-0242ac1c0002,Instituto Luis Frutos,luis.frutos@hotmail.com,0911869819,Ducimus maiores eaque rem. Temporibus nam harum quibusdam. Necessitatibus laborum porro.,Activo,universidadluisfrutos.com
354,f9b94886-6943-11ed-a9ab-0242ac1c0002,Instituto Cosme Jover,cosme.jover@hotmail.com,0947834537,Nihil harum nam unde perspiciatis sit debitis aspernatur. Voluptas fugiat ut maiores distinctio qui blanditiis. Repudiandae architecto exercitationem ea nihil.,Inactivo,universidadcosmejover.com
355,f9b9491c-6943-11ed-a9ab-0242ac1c0002,Instituto Ambrosio Iborra,ambrosio.iborra@hotmail.com,0921872753,Odio suscipit magnam sequi. Excepturi et deleniti nostrum modi autem earum.,Activo,universidadambrosioiborra.com
356,f9b94994-6943-11ed-a9ab-0242ac1c0002,Instituto Renata Fabra,renata.fabra@hotmail.com,0955111987,Delectus nihil porro excepturi minima. Cum beatae excepturi a reprehenderit. Fugiat aperiam modi praesentium dolores et dolorem.,Inactivo,universidadrenatafabra.com
357,f9b94a02-6943-11ed-a9ab-0242ac1c0002,Instituto Edgardo Zaragoza,edgardo.zaragoza@hotmail.com,0929710985,Maxime quidem error quam quibusdam. Quasi adipisci ducimus delectus optio. Odio omnis nostrum autem esse expedita rem itaque.,Activo,universidadedgardozaragoza.com
358,f9b94b38-6943-11ed-a9ab-0242ac1c0002,Instituto Irma Beltran,irma.beltran@hotmail.com,0961108015,Amet placeat eaque mollitia voluptatibus pariatur quasi. Sunt illum nobis expedita excepturi. Nobis quos aliquam nesciunt cum quos aperiam.,Activo,universidadirmabeltran.com
359,f9b94bce-6943-11ed-a9ab-0242ac1c0002,Instituto Ángeles Pedraza,ángeles.pedraza@hotmail.com,0952483597,Natus placeat voluptas. Nihil repellendus fugit officia optio dolores molestiae. Deleniti veniam aliquam perspiciatis eligendi quisquam.,Activo,universidadángelespedraza.com
360,f9b94d22-6943-11ed-a9ab-0242ac1c0002,Instituto Jacobo Guardiola,jacobo.guardiola@hotmail.com,0945357504,Architecto quis quis minima iure nam esse. Quibusdam facere incidunt rem corrupti vel beatae a.,Inactivo,universidadjacoboguardiola.com
361,f9b94dea-6943-11ed-a9ab-0242ac1c0002,Instituto Candelaria Ayllón,candelaria.ayllón@hotmail.com,0993240989,Aspernatur facilis dolores dolorum nihil corporis illo. Amet itaque at consequuntur. Saepe repellendus soluta repudiandae tempore reprehenderit officiis veritatis.,Activo,universidadcandelariaayllón.com
362,f9b94e76-6943-11ed-a9ab-0242ac1c0002,Instituto Lorena Sanjuan,lorena.sanjuan@hotmail.com,0923133567,Incidunt reiciendis esse cupiditate officiis. Nam repellendus recusandae illo dolore. Non quam rerum fugit aspernatur.,Activo,universidadlorenasanjuan.com
363,f9b94ef8-6943-11ed-a9ab-0242ac1c0002,Instituto Eutimio Rosa,eutimio.rosa@hotmail.com,0969226762,Dicta repudiandae inventore possimus repudiandae quae. Repudiandae ex vero aut.,Activo,universidadeutimiorosa.com
364,f9b95042-6943-11ed-a9ab-0242ac1c0002,Instituto Eligia Cañizares,eligia.cañizares@hotmail.com,0914308801,Vero ab eum expedita ut ex. Laboriosam optio recusandae debitis.,Inactivo,universidadeligiacañizares.com
365,f9b95100-6943-11ed-a9ab-0242ac1c0002,Instituto Daniel Martín,daniel.martín@hotmail.com,0949427171,Suscipit tempore pariatur soluta quae. Exercitationem totam vitae tempora sint velit et. Sequi ipsam ullam possimus possimus perferendis nemo.,Inactivo,universidaddanielmartín.com
366,f9b95178-6943-11ed-a9ab-0242ac1c0002,Instituto Hortensia Alcalá,hortensia.alcalá@hotmail.com,0973167817,Vitae nulla beatae itaque. Nobis numquam beatae temporibus laborum nihil. Officia nostrum sed itaque iste numquam fugit voluptatibus.,Activo,universidadhortensiaalcalá.com
367,f9b95204-6943-11ed-a9ab-0242ac1c0002,Instituto Ángel Franco,ángel.franco@hotmail.com,0996550930,Suscipit ad quos aliquid. Sit dolorum aperiam ullam dicta iure. Asperiores amet voluptatibus nisi commodi.,Activo,universidadángelfranco.com
